Country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop,girls_boys
SYR,1990,749.9,0.324975391864592,281.764066276535,849.173036021407,37451.071,3.03884440879979,1008.31882441396,0.2533719027,12308624283.9787,920.0,38.2,2.99042124557736,12324116.0,3.35641666935262,6026492.724,84.625
TGO,1990,746.8,1.12007097054021,375.907442324998,344.628808713879,773.737,0.211085827370769,230.244052359185,11.2564947533,1628432255.14736,410.0,147.1,2.52440181777414,3665509.0,4.47011902002997,1103318.209,58.133
TTO,1990,3326.0,2.15884459804838,453.943534279183,4911.78401538798,16959.875,13.9530717551876,1289.53282285165,30.462137715,5068070430.11765,3720.0,36.6,0.623249340670984,1215494.0,-1.93205810179075,103316.99,102.427
TUN,1990,1144.5,0.620645309363774,150.931161193955,606.526169920534,13267.206,1.6269996566271,404.87114920213,1.25342712298,12290568181.8182,1430.0,49.3,2.42926925690447,8154400.0,3.85562845393584,4721397.6,84.569
TUR,1990,2214.1,0.453953302827404,120.496907364324,974.612577199876,150790.707,2.78570035899323,344.41201145461196,1.71842006516,150676291094.21,2300.0,79.8,1.73200404184743,54130268.0,4.05610044579252,32045118.656,80.768
TZA,1990,1506.5,0.00023481117543528,457.584519177458,381.998823422242,2372.549,0.0931178992690406,111.54303770391701,26.5126984432,4258741084.8153,200.0,154.8,3.18441908242793,25478979.0,5.43170466763376,4815527.031,97.074
USA,1990,4755.1,0.843187034847326,240.290649797975,7671.55403949155,4879376.206,19.5469816723619,612.256252574382,14.7821560747,5750800000000.0,23260.0,11.3,1.12965044916763,249623000.0,1.34235998645829,187966119.0,99.301
ZAF,1990,1877.2,-0.067600891479519,334.424727493887,2666.93940340909,333513.65,9.47481960227273,1188.10872099059,6.49485295383,112013925352.816,3390.0,59.8,2.03607383566419,35200000.0,3.04110742101434,18304000.0,103.494
ARE,1991,1594.0,0.0764748673681836,245.977706132853,12262.38813035,57010.849,29.851550309664,598.807980274804,0.266886484808,33919640389.9773,19340.0,20.5,5.44285204581232,1909812.0,5.26570408097411,1507987.5552,104.111
AUT,1991,5463.0,0.209141663473539,128.939159582508,3381.07379003113,65888.656,8.44845612181925,322.18664831536796,20.991142712,172166366529.169,21200.0,8.9,1.1349991250421,7798899.0,1.13499919666777,5131675.542,94.832
BGR,1991,3990.0,0.510803226732379,367.387479550323,2560.05444856348,59706.094,6.91683202038925,992.61852960576,2.41686992785,10943548723.7608,1620.0,22.3,-0.991362523475423,8632000.0,-0.570562446016234,5755817.6,99.435
BWA,1991,382.4,-0.208307135962557,124.292060983508,901.156950483643,2148.862,1.50948811790077,208.19612954581402,30.3155914388,3942012713.53466,2860.0,60.6,2.93676602582947,1423570.0,6.26962554629926,616690.524,108.694
CAN,1991,2580.7,0.480499567323563,283.945526351508,7388.56367426004,449053.486,15.93988909069,612.5764624061279,6.01616041194,598208082395.042,20420.0,8.0,1.36050604544286,28171681.963727,1.64730066256417,21641486.0845351,99.439
CHE,1991,6292.7,1.17791200474775,111.040847559158,3628.0025,42350.183,6.22796808823529,190.616973138534,14.8603846479,241001802286.611,34800.0,7.8,1.30256421951548,6800000.0,1.41179424157649,4983040.0,97.004
CHL,1991,4050.8,2.25866517170375,147.906920191164,1032.61707689484,32991.999,2.45671495530487,351.887597984903,15.9677661676,36424168146.1543,2500.0,17.5,1.8146251849855,13429315.0,2.07838268113865,11216163.888,99.646
CHN,1991,4232.7,1.1505561600763,627.922681111306,744.485727941049,2584538.27,2.24590127565651,1894.26378182123,13.5681521574,379468656246.251,350.0,47.4,1.36443400840349,1150780000.0,4.24233046340784,324519960.0,86.409
CMR,1991,1178.6,-0.116596591555468,206.140645641911,401.288150332197,1111.101,0.0886759387781423,45.5525917161928,7.14354130803,12434368415.9998,860.0,137.6,2.82556058660347,12529904.0,5.06083343829735,5214946.0448,82.979
COL,1991,2450.7,1.10791699892495,119.217829363359,729.181570052158,57120.859,1.68747143092087,275.893809401515,20.3468302036,41239551378.2482,1230.0,35.4,1.92882415968439,33849971.0,2.57097464417874,23268470.0654,107.596
CRI,1991,3298.9,2.49073427660202,106.723848347705,666.213389819254,3336.97,1.06021348704078,169.840572309468,19.8340314775,7162546469.7656,2370.0,16.7,2.48371844648484,3147451.0,4.47558277713675,1627861.6572,100.73
CYP,1991,1335.9,1.41817198232224,131.229632987746,1773.28843995511,4741.431,6.05400612112785,448.01792166495403,9.9774104479267,5769468848.9444,9670.0,10.8,2.13267155448503,783189.0,2.4913091176078,525049.9056,100.405
DNK,1991,5911.5,1.13575991229603,145.298659543941,3735.29355840124,61433.251,11.9195287155607,463.656073529,4.78178766701,136693973266.63,25290.0,8.3,0.272003259144814,5154000.0,0.319161966172385,4372653.6,100.729
DZA,1991,1114.5,0.0254590237921263,151.220718752405,905.415887663051,81458.738,3.14141838818753,524.673305424178,6.30637456893,45715368143.9784,2030.0,65.2,2.46501327286438,25930560.0,3.95103795127534,13712080.128,82.906
EAP,1991,3781.48966295075,1.80183300991512,461.017479529349,705.238686883372,3289803.57661822,2.02008789765012,1358.9268118926102,10.8740576187217,730965988307.095,449.735415496105,54.9163384289,1.50460955288338,1628544768.0,4.23260043319773,482334099.0264,89.3023667797828
EGY,1991,5612.9,0.684328377455141,174.093787248583,558.775405727039,78715.822,1.35828440264737,423.191273978645,1.94377265021,36970555121.6287,720.0,88.4,1.93238229197352,57952386.0,1.61002419564875,25128154.5696,81.149
ESP,1991,2490.7,2.22927829703582,118.679357944427,2399.61224015481,235080.369,6.03713673035166,298.583037288822,7.90938914304,560395839551.641,13340.0,10.4,0.265346585642195,38939050.0,0.397533287217686,29398982.75,103.733
FIN,1991,3347.6,-0.185961337099806,265.526246130631,5742.48643797367,54891.323,10.9476112883925,506.20548448868794,8.67357750311,125243346566.681,24330.0,6.4,0.560001428133874,5014000.0,0.560001463473542,3078596.0,109.37
FRA,1991,6537.9,1.21669106403233,165.573428355472,4047.29528720042,427667.542,7.31619737433789,299.30306435149004,10.3955808098,1245405883036.86,21020.0,8.4,0.465920768759981,58454894.0,0.681612413449316,43408604.2844,102.3
GBR,1991,6467.6,1.55813319304026,159.199977531079,3708.49356508206,593808.311,10.3406073327393,443.90651517643397,22.1977827638,1055844797178.13,17230.0,8.8,0.309247932319381,57424897.0,0.37686880720532,50970338.5772,102.179
GRC,1991,4123.9,1.12176782015112,118.068245477558,2106.87173489279,67615.813,6.59023518518518,369.314131806359,5.75464161782,101179582763.133,9520.0,12.1,0.969597662700104,10260000.0,1.13952129918388,6043140.0,98.71
HIC,1991,4111.06361565688,0.710169768802129,190.426929489219,4675.21342731842,11763151.9460281,11.9218735546536,486.547766921284,10.1496388127232,19226040281248.7,19078.4259504324,11.73441739,0.797062962149383,986686521.384591,1.18898497798547,706231071.374331,99.9179771052891
HND,1991,1316.6,1.69791898935525,178.882592962367,477.518195813953,2698.912,0.536899998667155,201.12754815418901,13.6007430006,3068462060.1236,620.0,55.2,2.77407591080524,5026843.0,3.76173826039644,2045925.101,104.49
HUN,1991,5486.1,4.37386592139619,243.467046242419,2634.77037422639,63435.433,6.11520166965508,565.0777396966839,4.65611076215,33429035926.9419,2780.0,17.7,-0.00566818303152985,10373400.0,-0.18820550209908,6813249.12,100.334
IDN,1991,3862.1,1.15629486437698,263.078971773833,565.993391367808,179730.671,0.958810056771927,445.66379697894797,10.2226722192,128167999846.519,600.0,81.0,1.67076500086434,187451800.0,4.88647616431746,59234768.8,93.342
IRL,1991,6550.1,2.80788618769039,159.039721448186,2840.68865757155,33109.343,9.39085656749015,525.7595578708309,0.901821756772,48319942438.9531,12590.0,8.5,0.566025794629971,3525700.0,0.916903383317764,2013174.7,104.333
ISR,1991,2644.1,0.584076926568133,128.421771913153,2326.41200242473,34315.786,6.93388280460699,382.761744298809,17.2025729267,59170288069.8687,11490.0,10.9,6.01700840350778,4949000.0,6.1275671139944,4478845.0,104.529
ITA,1991,4366.2,0.200849735386057,109.675342594011,2645.66722429092,433974.782,7.64596730190024,316.96128507744,6.74272616027,1195264703137.19,19510.0,9.2,0.069881605080073,56758650.0,0.129833645245041,37880723.01,99.505
JAM,1991,1285.1,3.24387041344933,188.272054368435,1163.25235152007,8173.743,3.39717388222049,549.8316036212269,10.2684760917,4106205952.23973,1770.0,37.1,0.668970226435139,2406041.9876587,1.15362388290442,1194359.24267378,102.602
JOR,1991,985.4,-0.283483070844501,316.935488237542,950.193229901269,9798.224,2.76395599435825,921.913264557816,8.35106263109,4193336133.68857,1120.0,37.2,11.1806565039193,3545000.0,12.8290461816591,2602030.0,101.415
JPN,1991,5415.6,0.0368954134176765,133.147409196308,3583.48175853972,1100598.712,8.88145441047119,329.99823197963,13.2928076004,3484769502927.47,27870.0,6.2,0.310355945838531,123921000.0,0.784665135439796,78565914.0,100.888
KOR,1991,5735.4,0.382821955023616,187.227930139122,2309.83271701951,268431.734,6.20393209762411,502.87163949284997,2.1792551792,308185041249.063,6980.0,7.0,0.926437776565327,43268000.0,2.11179648327484,32312542.4,98.873
LAC,1991,2175.36102481972,1.07923828106757,143.84470174722,1054.586253872,1001061.664,2.25221451612589,315.895410286961,11.1831768765301,1186365282009.18,2481.67223595346,52.3704872311,1.81302823768905,444478825.987659,2.48671047146712,316655780.469074,99.1613950228841
LIC,1991,1630.64753335725,0.254793702309208,362.779713741619,375.302024778283,335600.293117305,0.647484683912054,839.6686917568729,9.52599591045348,145353810597.967,281.664568933957,162.2983796404,2.6108756933541,518313871.286705,3.99476692673157,112830997.364327,79.5717034178947
LKA,1991,2925.8,0.537191399720341,155.049200644431,319.198413759759,4063.036,0.23160616971024,112.501660189698,19.5577264471,9000362581.58086,490.0,30.5,1.18016568985828,17542866.0,0.245579448034493,2989304.3664,102.367
LMC,1991,1934.43435979833,0.800132498687516,341.707329361565,615.667428067918,2133997.3540996,1.19312592482963,660.652840531493,7.28862306462595,842407065317.943,496.256278980763,110.7671906161,2.07589150715368,1788576804.58525,3.24363931331007,571721662.689067,81.0950842115597
LMY,1991,2447.16507276467,1.03687190438809,330.081737947774,955.873507129594,9929307.62144372,2.271417268881,812.719410626241,9.05258350384298,3741934815324.36,846.428628551075,96.7623028308,1.8154576107362,4371415044.46487,3.06143758632984,1605890513.97188,84.264825654576
MAR,1991,1575.8,1.14045033759641,101.850816320195,289.795237339196,24975.937,0.989618253874889,347.809121806057,1.25020436464,27836559831.3913,1060.0,82.1,1.82673860920531,25237951.0,3.18116111998101,12381738.7606,69.634
MEX,1991,2426.9,1.50801121123804,145.869601433187,1490.22393667673,336586.596,3.91726855559541,383.439286437533,2.43436727137,314453895611.752,3250.0,46.6,1.90006678513773,85923799.0,2.45872745600169,61693287.682,97.324
MIC,1991,2565.66464891721,1.06532468827119,329.388909458389,1012.98516325648,9591788.54175639,2.48936846209122,811.27700231422,8.96436412091161,3601110697180.04,923.863200899383,83.3258890631,1.70939908807651,3853101173.17816,2.99158596585056,1493059516.60755,85.144240154263
MLT,1991,3136.3,2.79914300544283,130.117200280861,1849.81322541941,2200.2,6.0579290583588,426.119111779515,0.0966059121034,2750215016.02264,7960.0,10.8,0.883151016764845,363193.424486234,0.99370940327228,328690.049160042,95.247
MNA,1991,1636.09130840151,0.631684143967312,175.66279920707,840.202126072279,597625.188919937,2.58610268179761,574.448093595347,3.15414291865455,246650536566.113,1233.49166997493,71.3630693128,2.52102345551131,231091051.846606,3.31814893490913,120375180.192154,79.50727301493
MNG,1991,970.3,0.46741968699593,784.439105140519,1717.34751303521,12207.443,5.48287130878535,2504.43118263392,4.10498716508,2379018323.22626,1200.0,101.7,1.53503041946862,2226469.0,1.46483034638562,1268196.7424,109.396
MOZ,1991,341.6,0.834732027280836,1037.08387604219,425.053986241999,1026.76,0.0740411592003185,180.652093276466,14.8219405565,2695475825.13329,180.0,213.5,2.33716175884153,13867422.0,7.05807537605282,3067473.7464,71.492
MYS,1991,2787.4,8.13786902447564,195.396126959973,1376.55094614677,68591.235,3.66645625503066,520.439402483817,16.9737657278,49133852000.2501,2530.0,17.1,2.70472363760648,18707774.0,5.04656512934271,9537223.1852,100.917
NAM,1991,547.0,4.83289741354256,106.803423426513,444.796993723045,14.668,0.0100109131784649,2.4037927732744397,14.4206668892,2492290810.71881,1830.0,71.4,3.49830518880764,1465201.0,5.00317056372479,412014.5212,106.372
NLD,1991,7008.4,1.85381192510666,172.348978632186,4602.58195089582,172704.699,11.4601658261447,429.139099784433,11.1139256836,303365157944.366,19700.0,8.0,0.786094198906665,15070000.0,1.97262242139752,10476664.0,97.015
NOR,1991,4021.2,-0.33228698057227,154.452570518329,5090.38106858765,32023.911,7.51435131520285,228.000784376027,5.24111919998,119657406407.626,27310.0,7.8,0.47511611449851,4261700.0,0.973870295585285,3083766.12,101.658
NPL,1991,1848.2,0.0566113359342816,415.180851642668,305.647081926771,960.754,0.049132947090058,66.7405646014046,8.69933082514,3921476084.89072,210.0,134.4,2.44921332545833,19554170.0,6.84552566756995,1818537.81,59.443
NZL,1991,5304.7,3.08414933960558,205.570823457462,3783.8253554977,24458.89,6.99805155789534,380.195988502514,25.0976366273,41820222974.3417,11910.0,10.5,1.35676347782932,3495100.0,1.49833971667291,2964543.82,99.83
OMN,1991,1931.0,1.19244174392096,201.045941080606,2999.85105611487,10949.662,5.62374206617012,376.89555079179496,0.0016042423258,11341482538.7575,5870.0,44.2,4.14135151780635,1947042.0,5.82155906173828,1308801.6324,88.715
PER,1991,2293.8,-0.020263728071128,96.2711920321081,431.642073197055,20417.856,0.922963385199347,205.852929574283,4.70996544368,34544482512.9374,1140.0,74.6,1.99299860850277,22122065.0,2.39856115744375,15304044.567,96.191
PRT,1991,2160.5,2.7840082299205,100.663621686559,1705.67871162557,48239.385,4.8554992450931,286.55580665693395,5.91828375134,87947086665.7416,8040.0,13.5,0.393324066538084,9935000.0,1.72059367951791,4822449.0,102.761
PRY,1991,1768.4,1.3778661739666,182.171124490593,728.514437694333,2233.203,0.512869370748342,128.24727301452498,3.10326621822,6248792635.07395,1260.0,49.3,2.56977495112964,4354331.0,3.95642033397854,2150168.6478,98.132
ROM,1991,3191.6,0.138663278135459,323.18092264719,2214.16734957947,137530.835,5.93188850549925,865.8212761612671,2.847881644,28846858763.0854,1430.0,36.3,-0.0948439397344897,23185000.0,0.205456580257216,12371516.0,99.347
SAS,1991,1961.48505751236,0.109328647063654,286.188783257115,353.145833508362,829911.773,0.723665925546587,592.476911545147,5.54095952283736,359748301236.552,349.317543925216,117.1907170585,2.13572557589954,1146816153.2867,3.10530206641604,288696112.166527,69.2854052155455
SDN,1991,681.1,-0.00544852704192426,361.778478086049,390.570610863599,5386.823,0.198337416130469,183.71635386631598,4.74784129676,11379222223.3522,430.0,123.6,2.48166920211779,27159893.0,5.95449695340332,7479834.5322,77.534
SLV,1991,1633.5,0.474120032426021,133.449475173528,501.61870766075,3230.627,0.596797794456547,158.770698218871,0.644112726617,5310996633.41646,940.0,59.4,1.4968857430448,5413269.0,3.42931302568505,2715295.7304,101.103
SSA,1991,1043.1904034784,0.732013572766461,375.299204192055,690.425638984017,472215.621479124,0.89686582814694,564.865166921188,11.099150772126,311158000947.935,573.5826740355581,173.7965869451,2.74680292631091,526517575.605253,4.43176319768703,150420847.583611,81.7825518015426
