Country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop,girls_boys
POL,1993,2752.9,1.99765568394821,327.201465496702,2624.7117969786,352519.711,9.16611744975168,1142.66528840465,18.3900075206,85850630505.5752,2270.0,15.6,0.245497265584421,38459000.0,0.310643863185482,23621517.8,99.057
PRT,1993,2033.4,1.63806191288752,106.553705983563,1780.86885903349,47472.982,4.75967335071185,284.782808243834,5.91955791499,93639961862.6106,9890.0,11.5,0.110347599157531,9974000.0,1.40329491071994,4969046.8,104.02
PRY,1993,1967.4,1.09094206826388,175.287119797221,716.983222957382,2951.935,0.645214629296143,157.741227966048,3.75768026849,6874792180.24422,1550.0,46.4,2.44132054670814,4575121.0,3.79054736345892,2321416.3954,98.4
ROM,1993,2422.6,0.356585192210793,309.018219511418,1996.16286530433,122133.102,5.36730837178642,830.892160878519,4.40261745009,26361161947.6427,1190.0,34.0,-0.149306183780715,22755000.0,0.149201491142427,12214884.0,99.275
RUS,1993,1635.8,0.27835233215204,541.313549347644,5057.92045515755,2030029.198,13.6683894290331,1462.83130810234,8.55964633953,435060123490.732,2900.0,26.2,-0.113724697579415,148520000.0,-0.113724697579415,109013680.0,105.415824819609
SLV,1993,1986.9,0.236841614890955,126.982233515815,534.296362476892,3890.687,0.696750403426046,165.591474401832,0.644231675382,6937988505.74713,1190.0,53.7,1.54404551088459,5584047.0,3.40456429398803,2908171.6776,99.735
SVK,1993,3774.9,1.22355529597605,352.073059507889,3335.23588626376,40971.391,7.69473594260602,812.2691521088941,19.7676080767,16250533389.8126,2680.0,15.7,0.340510696852168,5324600.0,0.340510718340568,3008399.0,102.345
SVN,1993,3765.1,0.888500369453483,186.276032138731,2749.63595688428,13116.859,6.66913717714053,451.805413744419,8.24472070517,12673039187.2837,6660.0,8.3,-1.50378764155544,1966800.0,-1.4245798115208,993627.36,103.398
SWE,1993,4758.9,1.83377634869682,231.157371158921,5334.06991948249,53149.498,6.0961046498291,264.18092496636905,7.53541591151,202037798391.448,26860.0,5.6,0.582059053113907,8718600.0,0.749824258013313,7281774.72,108.211
SYR,1993,1489.1,0.795855010865734,229.217113093171,815.813377370999,47117.283,3.50606352546831,985.090195773589,0.253369604233,13695962017.1807,1080.0,31.8,2.87348882448344,13438799.0,3.31782778139333,6668332.0638,87.685
THA,1993,2224.1,1.44310936167653,179.060759088075,870.198155390678,142554.625,2.42972158202996,499.964046298901,15.4561868697,125010690988.821,2100.0,25.0,0.761712612900325,58671177.0,1.36472951555944,17566150.3938,98.734
TTO,1993,3262.1,8.27134690608469,476.980165458425,5020.58958338359,16820.529,13.5257834173642,1285.01449983515,31.230328437,4584646145.07445,3920.0,35.2,0.794161462579669,1243590.0,3.22522041264126,113912.844,101.181
TUN,1993,1205.8,3.84625647958393,141.366447001956,612.499249197219,16501.5,1.90605724582438,439.923054563231,1.29382085581,14608946896.483,1680.0,41.3,1.95372248582552,8657400.0,3.15976725507636,5199634.44,89.195
TUR,1993,2255.0,0.352506324566365,114.096625464382,998.784796092302,164259.598,2.88377163983953,329.428936045968,1.88231809808,180422294772.264,3140.0,70.1,1.67811569263348,56959988.0,2.63442965842495,34711416.6872,81.315
TZA,1993,1227.4,0.480488346191494,467.557074858628,367.058825200992,2636.573,0.0936538944146847,119.295703890708,26.8254181073,4257702335.04202,170.0,154.9,3.32914919395962,28152305.0,4.95355039419861,5591047.773,96.135
UKR,1993,3291.3,0.304652535338963,655.341256682162,3727.67889958271,546111.642,10.4660772964452,1839.97936323132,2.22919709124,65648559194.6496,1230.0,20.0,0.0554856974892923,52179209.7011827,0.115276431706976,34918327.1320315,104.271
USA,1993,4301.1,0.780507071351532,237.000347652792,7709.835525683,5167485.062,19.8811362847656,611.14613865963,14.7939745088,6582900000000.0,25550.0,10.1,1.31867991656028,259919000.0,1.8429275962624,198838035.0,98.877
VEN,1993,2912.6,0.640192136959225,214.436824959387,2240.35230339473,124355.304,5.88775645092562,563.550561917222,53.7414634634,58107555298.464,2740.0,30.5,2.21167463925134,21121000.0,2.79612983887966,18121818.0,104.677
ZAR,1993,790.5,0.0641588833798981,765.850696859755,303.726197412994,3410.31,0.0830127248156323,209.317976815257,9.98611325992,10707792340.0277,190.0,181.4,4.06872124836574,41081774.0,4.49576816071098,11568627.5584,70.352
ALB,1994,2460.9,2.66912020805247,141.201086613925,443.46429342004,1928.842,0.606660539805412,193.1635279262,4.39177416479,1985673025.89461,410.0,36.2,-1.41965424051212,3179442.0,-0.109019489982072,1220905.728,99.83
ARE,1994,1855.3,0.163217109830254,249.831585820271,11635.3088697615,73130.981,32.7503967791919,703.211548156894,0.304184020779,38268046815.0419,18870.0,17.4,5.11174768414021,2232980.0,4.93365324704072,1753782.492,102.649
AUS,1994,1266.6,1.53147399406343,205.88713921263,5111.08064967796,303957.63,17.0236701204145,685.756101346688,7.99706233498,326529920442.753,18930.0,7.4,1.06211587837343,17855000.0,1.22150806267996,15348158.0,99.711
AUT,1994,5399.7,1.05201832596035,119.477875405561,3221.3413066833,57586.568,7.2630108216356,269.381297851384,21.0437719859,201192480424.045,25530.0,7.4,0.0,7928746.0,0.0,5217114.868,95.579
BGR,1994,2798.6,1.0860518138001,380.061938268026,2520.94119739182,55848.41,6.62103260225252,998.199595750733,3.11461403707,9704877673.48824,1250.0,23.0,-0.437689202496385,8435000.0,-0.0221350553886856,5695312.0,99.711
BWA,1994,226.6,-0.326178509636696,130.242972378173,944.868579824031,3509.319,2.2693269719493,312.809523393908,30.9303591611,4339516121.65757,2760.0,70.9,2.64570046870543,1546414.0,5.67558873620219,735783.7812,104.144
CAN,1994,2594.8,1.45683745684917,287.582587267884,7834.87442676282,454491.647,15.6118819802053,573.0411449419161,7.05645131323,564493995313.415,20270.0,7.2,0.961244854729855,29111906.4041261,1.24559298479583,22555905.0819169,99.09
CHE,1994,5978.2,1.36284667960561,108.667699837495,3490.09722619388,41470.103,5.92938275664855,184.617316900303,17.8440323079,270221089418.001,38810.0,6.7,0.803908958630822,6994000.0,0.912782182882267,5141988.8,96.035
CHN,1994,4510.0,6.04175737590201,487.946301603067,822.492539655237,3058241.33,2.56599389177193,1522.2839953673,13.9254401265,559224707280.731,460.0,44.3,1.13026063215591,1191835000.0,3.77942217685354,364701510.0,90.914
CRI,1994,3815.4,2.81884101012169,95.817941861578,683.005574238779,5269.479,1.55694552042873,218.421812331988,20.5633033655,10557530521.6364,3050.0,15.6,2.42497203179237,3384498.0,4.30451879379615,1854028.0044,101.573
CYP,1994,2553.5,1.01198784197595,159.569051945202,2353.28025991245,5812.195,6.9423797038957,470.742463813241,10.9796181947238,7428356891.78517,11900.0,9.6,2.2158276195331,837205.0,2.57064762514283,567290.108,100.581
CZE,1994,4095.5,2.13732181818353,268.960937267731,3958.14464009288,127688.607,12.3537738970588,839.454569823049,15.111793807,41090290299.4574,3530.0,11.0,0.04838631424028,10336000.0,-0.112084431236398,7723059.2,100.722
DEU,1994,5827.5,0.339673720559289,149.439908628385,4090.4239290446,903622.14,11.0852119829236,404.988112379173,33.1130398142,2146293841147.4,26590.0,6.8,0.442609133704745,81516000.0,0.497224127494019,59718621.6,97.962
DNK,1994,5530.5,3.25937469250122,137.398067807372,3760.37137367915,61194.896,11.7569444764649,429.580297757756,4.90794695786,153593214476.622,30090.0,7.0,0.307870148704392,5205000.0,0.354962233990291,4422168.0,101.618
EGY,1994,5861.0,2.42013255637033,160.009775850201,544.862922173668,85312.755,1.39783460767133,410.501785213882,2.01759626725,51897983715.5584,820.0,72.0,1.67147563215086,61032081.0,1.34596964839559,26207175.5814,83.96
ESP,1994,2350.4,1.78896050108704,119.666570799144,2452.05348269943,244658.573,6.22620904212882,303.855152592325,8.28075873328,515146428393.988,14180.0,8.8,0.269333033932634,39294950.0,0.400984202946226,29785572.1,104.833
EST,1994,1597.1,5.40808091430293,500.995977677197,3665.91455912509,18661.363,12.7555454545455,1743.2149229716601,19.7678646366,3964933826.44629,2690.0,19.1,-2.09679646726383,1463000.0,-2.40960775603576,1027318.6,105.459
ETH,1994,974.1,0.250321077679012,608.654142850789,287.300636489312,3003.273,0.0543273469424082,115.093948940204,17.7109349937,6875170145.30773,170.0,165.7,3.27072656970144,55281054.0,5.1952863412248,7540335.7656,66.802
FIN,1994,3587.2,1.48741864320691,282.520303769478,5971.77146787188,59412.734,11.6747364904696,552.323563863957,8.77970497204,100561183836.084,19590.0,5.4,0.452979574135309,5089000.0,0.452979602721214,3124646.0,108.639
FRA,1994,6542.2,1.15475413849935,154.479278351136,3843.25418160053,369457.584,6.24140488175116,250.87274389659297,10.457504011,1368007679584.12,23890.0,7.0,0.404478603859598,59194619.0,0.618783534525902,44242058.2406,98.866
GAB,1994,1850.0,-2.37667275442673,81.313127263373,1185.5041218823,3351.638,3.17478050254474,217.75658664671,4.15543262582,4190854791.06628,4140.0,89.8,3.09522707759204,1055707.0,4.80932155468037,782701.1698,96.628
GBR,1994,6555.5,1.01124246894381,151.108788867739,3729.11936068567,563775.581,9.74282074826825,394.79182644226,23.12233399,1060586164677.07,19270.0,7.6,0.254586486858912,57865745.0,0.322070461976478,51465793.603,99.432
GRC,1994,3848.0,0.874283304802022,121.480125206473,2130.13133706055,78363.79,7.42573580972235,423.48530356821703,6.41486069681,112206191587.079,11110.0,10.5,0.827827121652532,10553000.0,0.996888921684445,6247376.0,97.991
HRV,1994,4140.3,0.785003681632586,158.20385802425,1478.29010752688,16875.534,3.62914709677419,388.38457290883497,7.09057195345,14578386962.3208,2600.0,10.5,0.21528532252423,4650000.0,0.544774925795349,2544480.0,101.746
HUN,1994,3972.3,2.75540002151831,223.875040086449,2410.77870768237,58066.945,5.61393716062148,521.333792633831,4.66278140159,41521516338.2112,3850.0,15.0,-0.136873440847145,10343355.0,-0.320415868707455,6756279.486,101.97
IDN,1994,3865.4,1.19225190091365,244.430565665531,620.43354956352,221413.46,1.12685231374877,443.943027685877,10.8344757337,176892148243.49,870.0,69.9,1.51935791086296,196488446.0,4.45211942031496,67985002.316,93.142
IND,1994,2115.5,0.300851000211093,289.282703536053,397.566309598044,864931.623,0.944560944286156,687.294514200482,5.19152515482,323506143586.02,330.0,102.6,1.80365942221691,915697000.0,2.64112149223396,241560868.6,74.619
IRL,1994,6079.5,1.51282772035125,149.631709839991,2961.82485226986,32691.305,9.1554331083541,462.533464556083,0.906394552323,55414618700.7481,14900.0,7.5,0.207457308299847,3570700.0,0.554679892466633,2060293.9,102.221
ISR,1994,1885.6,0.591404401575935,138.425783663733,2740.56936469717,47120.95,8.72771809594369,440.835846955712,18.742671096,74669718186.6171,13830.0,9.2,2.58926268534896,5399000.0,2.69945569736365,4902292.0,102.345
ITA,1994,4675.4,0.208665883620618,104.922501299599,2578.41587554853,412163.466,7.2506993358214,295.049963700629,7.58335361427,1053924224303.55,19930.0,7.9,0.020936439509464,56844650.0,0.0807808458436996,38006332.99,100.983
JOR,1994,1352.5,0.0457689514801539,290.605749755225,991.423507695986,13633.906,3.35741048713152,984.123116181039,9.41085894947,6237267189.00443,1450.0,34.8,3.88937108744658,4060839.76095769,5.46008425342651,3126846.61593742,102.803
JPN,1994,6448.6,0.0190770229790307,142.255254485585,3867.50050015605,1174169.733,9.39628950632597,345.616388385393,14.617547206,4778992405667.67,36040.0,5.8,0.340685788662686,124961000.0,0.808340577052863,80349923.0,100.819
KOR,1994,5987.1,0.19105684401493,202.898017497192,2971.5239241446,340352.605,7.65645974399928,522.789162315666,2.17922150958,423434190055.386,9270.0,6.2,0.897089928583474,44453000.0,2.04174342538925,34371059.6,99.941
LKA,1994,2901.9,1.42019594735505,136.670116477489,321.570040885099,5408.825,0.29899992924158,127.077619058452,19.5983460959,11717604208.8223,640.0,27.6,0.911262352743237,18089720.0,-0.0502835172009557,2995657.632,103.195
LVA,1994,1851.8,4.23748578839971,307.538344519678,1873.70211930926,11268.691,4.42256318681319,725.893271395563,6.69497515145,5060854731.05477,1950.0,22.9,-1.48035417055508,2548000.0,-1.62538692173953,1755572.0,104.752
MAR,1994,1584.9,1.81516110700869,115.534460916715,327.926488108703,29640.361,1.1175089731409,393.71871886917495,1.54495026236,30351265891.5571,1130.0,72.2,1.58018549318371,26523600.0,2.88172230439075,13537645.44,72.328
MDA,1994,2181.5,0.67954546593293,691.457085465096,1289.18787222523,12090.099,3.27290173253925,1755.42381506353,1.33441816109,1702314352.74439,460.0,32.5,-0.304621864,3694000.0,-0.512623033210304,1714016.0,105.738
MEX,1994,2518.4,2.60181367564259,138.589672057214,1480.39436095607,362424.278,3.99623948621947,374.114853760701,3.96163141218,421725049057.944,4540.0,40.3,1.75935450620212,90691331.0,2.30880643796618,66204671.63,97.038
MKD,1994,2695.7,0.709792418437041,194.767085311004,1266.56631901545,10469.285,5.35821910727099,823.963737478927,4.6230420036,3381270266.71373,1350.0,26.7,0.48899376261984,1953874.0,1.32862925791045,1168416.652,98.948
MLT,1994,2607.1,5.0589569146249,129.163859642756,2060.81971745052,2658.575,7.10881741706167,445.55197492930597,5.02670743307,2998504391.77827,8620.0,9.5,1.02212932433141,373982.737778471,1.13232223744996,339576.325902851,94.146
MNG,1994,737.2,0.745287603571785,619.684356740416,1184.57592085196,7961.057,3.47892036689871,1819.91925697954,8.24705532259,925817089.527829,420.0,87.9,0.751559702743859,2288370.0,0.68121147613532,1300709.508,122.346
MOZ,1994,520.7,1.61829397753464,983.024170152102,399.143353000357,1070.764,0.0694878009700714,171.136979661134,14.8218653556,2162771442.38775,130.0,199.3,3.66675714045848,15409381.0,7.80192269541718,3880082.1358,69.608
MYS,1994,3031.8,5.8294217818071,184.092435000743,1569.21599255963,94010.879,4.65274951119614,545.836896275493,17.7577796557,74480816088.3673,3560.0,14.5,2.52694266669342,20205446.0,4.71505147413978,11016009.1592,102.834
NAM,1994,334.5,3.01290350169462,122.088525084763,523.589578923413,29.336,0.0182908162470033,4.2649794191562895,14.4207933236,3251945055.73113,2030.0,68.7,2.89780928194828,1603865.0,4.33766960476983,471215.537,103.93
NLD,1994,7164.4,2.0292465494978,162.558134261803,4509.96854392976,172745.036,11.2309695261071,404.81112769011,11.4078479478,351190216733.261,23500.0,7.2,0.665594586133542,15381133.0,1.81133861346184,11071339.5334,95.458
NOR,1994,3671.6,2.19756712545808,146.283654914654,5296.14721210165,29247.992,6.74445233593137,186.286955136621,5.48023528912,124519241668.556,30230.0,6.2,0.568879698228485,4336600.0,1.06028121437133,3184799.04,98.568
NZL,1994,5782.4,4.60000903390003,200.016323323077,4025.55233280849,26439.07,7.30340874561476,362.882120080233,25.152919311,54263384779.2906,13160.0,9.1,1.33199972772817,3620100.0,1.47297719468617,3083601.18,101.193
OMN,1994,1965.6,0.591870837711583,177.356230126181,2819.22176980957,15269.388,6.99590171257558,440.109666916876,9.0702662673,12918855771.2386,6060.0,35.6,3.22284531909684,2182619.0,4.82242241221645,1540492.4902,93.741
POL,1994,2566.1,1.90324515563436,296.400252351567,2495.78059651927,336161.224,8.72158345354352,1035.77996404845,18.9044768363,98515947588.2157,2450.0,14.7,0.21973291473379,38543600.0,0.284837097566555,23688896.56,99.035
PRT,1994,2398.7,1.29231243314074,108.317751557647,1823.43128625725,48767.433,4.87771884376875,289.75237063737603,5.91953783358,98251393659.4203,10240.0,10.7,0.240336571578004,9998000.0,1.51677992463251,5044990.8,101.629
PRY,1994,1790.4,1.97530823662287,184.700406587515,765.212834982456,3498.318,0.746655084391248,180.22109844885202,3.75770717519,6940688924.29651,1580.0,44.4,2.38010699876474,4685320.0,3.71137176542551,2409191.544,98.305
ROM,1994,2772.8,1.13392167503705,280.197661679849,1883.83850248559,116808.618,5.13873643922397,764.323445114744,4.59009027753,30072623842.2824,1270.0,33.1,-0.105526978466497,22731000.0,0.192092282178685,12238370.4,100.964
RUS,1994,1457.6,0.174645274511605,541.466600649349,4428.88942670694,1752998.349,11.8177539437493,1444.8134597007202,8.78434643712,395086555837.015,2650.0,26.1,-0.123965844425279,148336000.0,-0.123965844425279,108878624.0,105.607382835424
SEN,1994,745.3,1.72484583261171,156.46918319525,216.245576030868,3901.688,0.479138022924818,346.690722931282,24.0738551233,3877229737.07666,610.0,134.4,2.84060543451063,8143140.0,3.24505492416128,3227940.696,75.733
SVK,1994,4302.9,1.36073560707625,325.409073115526,3260.04095524844,40351.668,7.54617620107344,753.2402926424619,19.7696320387,19833225849.779,3280.0,15.0,0.425416894887914,5347300.0,0.425416921734438,3021224.5,102.363
SVN,1994,5018.6,0.812623504779827,183.983472514441,2828.69425310473,11257.69,5.6602594398914,368.153675831471,8.24515808161,14385505626.2091,7260.0,7.8,1.11738648262744,1988900.0,1.1965317887728,1005587.84,103.107
SWE,1994,3891.3,2.88158345138048,237.504730912236,5660.13620781942,56435.13,6.42717892650928,269.690577296807,7.56792593792,217546397096.941,26460.0,5.2,0.709745610004253,8780700.0,0.877229842766108,7345933.62,107.915
SYR,1994,1536.6,2.47974218584828,222.161690886031,828.373299856496,48532.745,3.51448464370044,942.550721000714,0.253369286174,10122020000.0,980.0,29.8,2.75731484636388,13809349.0,3.20249554049403,6885341.4114,88.025
TGO,1994,721.7,1.56920682701201,475.723221349875,373.627474512931,832.409,0.209000744199313,266.11133837155,11.2565955993,982632621.161695,320.0,136.8,2.16482061560808,3982804.0,4.08616884319059,1297597.5432,59.934
TUN,1994,891.6,2.76353438382719,148.080562084305,650.11706785852,15940.449,1.8082502212038,411.874602872602,1.29380096594,15632463424.2784,1740.0,39.2,1.80857454691496,8815400.0,3.00024704026124,5358000.12,90.912
TUR,1994,1911.5,0.465222433571291,118.229950744613,970.4461513046,161659.695,2.79150649995209,340.09066401976,1.88761674455,130690172297.297,2670.0,67.2,1.65630069530103,57911273.0,2.6035558592836,35627015.1496,82.277
TZA,1994,1151.9,1.10845937795722,468.619853370342,361.936529319913,2445.889,0.0841546323120353,108.95979891447601,26.8264661484,4510845976.86805,160.0,155.2,3.18787336073751,29064223.0,4.78630899158115,5865160.2014,96.909
UKR,1994,2728.9,0.302571544081091,724.728768024194,3192.73704593485,447010.967,8.60943763582392,1954.2815588700698,2.35980186653,52549555009.5044,1010.0,19.8,-0.496000604985387,51921041.293102,-0.436245598725716,34766329.2498611,104.496
URY,1994,2972.0,0.884141497195337,86.0752144788,751.444689348826,4066.703,1.2707088804884,145.555010206987,0.250926674172,17474578502.4346,5040.0,20.9,0.730930718585427,3200342.0,1.06407927768578,2886708.484,106.958
USA,1994,5563.3,0.659631361445955,231.856821377076,7757.13975813869,5227176.488,19.865678374619,593.7746625753309,14.7995323693,6993300000000.0,26820.0,9.8,1.22629601148109,263126000.0,1.74780965677902,202343894.0,99.089
ZAF,1994,2585.5,0.275752053729746,365.825927177143,2715.46710917723,358929.627,9.37563773228249,1263.07969435449,6.79572188657,135777933839.561,3610.0,58.9,2.13698238978034,38283222.6723226,3.0672216560117,20672940.2430542,102.05
ZAR,1994,793.4,-0.0257714985638581,799.969158106632,293.671921759328,2478.892,0.0581213984528624,158.324043748454,9.98612184679,5820383305.54668,150.0,181.4,3.74684970865421,42650247.0,4.17208068250724,12061489.8516,66.992
ALB,1995,2841.4,2.88719448267083,117.045071749185,421.572747398843,2086.523,0.664264643427689,184.42582764223002,4.39160792828,2424498952.88127,670.0,35.1,-1.21320159332841,3141102.0,0.080477509743568,1221888.678,96.829
ARE,1995,1741.9,0.934079157637964,245.909665476524,11754.3404644334,70641.088,30.0787374618859,629.26986755144,0.304700223896,42806864571.426,19940.0,16.3,5.04564164342743,2348539.0,4.8672294640773,1841254.576,101.39
AUS,1995,1871.0,3.24083166814158,200.62622616134,5121.51610225764,307433.946,17.0116171978752,666.3996541583759,8.02049264852,371090733590.734,19470.0,7.1,1.2154756905422,18072000.0,1.37075377786659,15559992.0,99.591
AUT,1995,5515.2,0.797647740176978,121.789666894631,3356.75092388886,60622.844,7.62257428486394,276.56230804210105,21.0536141241,238314109458.168,27490.0,6.9,0.306275076743441,7953067.0,0.306275096071333,5233118.086,95.503
AZE,1995,1507.0,10.812563854724,895.974288305533,1660.95237475602,33586.053,4.37033871177619,2357.5095688779,6.7530310527,3052467522.36104,400.0,81.7,1.15169437426819,7685000.0,0.578626976048963,4011570.0,107.303
BGR,1995,3068.9,0.691708573973125,401.427434650065,2750.22678571429,59805.103,7.11965511904762,1039.1960782573099,4.09661857674,13069087676.7291,1360.0,22.9,-0.415800988626669,8400000.0,-0.00196654900154648,5695200.0,99.466
BWA,1995,469.8,1.47501464161677,127.665425773969,943.037403895091,3523.987,2.22244246318672,300.867242538816,30.9313201481,4773730291.81373,3000.0,76.1,2.50475171804129,1585637.0,5.44553104162278,776962.13,103.529
CAN,1995,2699.8,1.57813199873329,283.017647973473,7861.6743544321,459790.462,15.6636390951829,563.8857698201159,7.18239192948,590517341882.833,20280.0,7.0,0.828157791158845,29354000.0,1.1116996746395,22808058.0,99.412
CHE,1995,6278.4,1.31615164737121,106.727046063728,3416.81309473086,39387.247,5.59398480329499,174.73284526500697,17.8593004197,315939881871.459,42070.0,6.4,0.669756647315286,7041000.0,0.778511458321096,5182176.0,96.095
CHN,1995,4663.7,4.92429195798218,470.04657262264,869.188004365671,3320285.15,2.75575496636525,1490.2796292881799,14.0005510833,728007199936.412,530.0,42.5,1.08650915088974,1204855000.0,3.667297546477,378324470.0,92.487
CMR,1995,1175.1,0.0835020091035498,238.546963869723,394.316651025008,4363.73,0.313029017878119,189.37095763985602,7.61962265876,8733227080.86832,720.0,147.1,2.54745007969716,13940337.0,4.59926157815121,6314972.661,84.753
COL,1995,2643.9,1.04680225890962,114.824633583047,780.706304062094,59610.752,1.63526186916715,240.51086043813,20.3596872592,92507277798.1985,2200.0,31.6,1.81419561172243,36453337.0,2.44026481661064,25699602.585,105.224
CRI,1995,3777.6,2.87399539673734,93.6655744244234,676.956042201055,4866.109,1.402774294463,194.091864002698,20.70559022,11722356980.1977,3260.0,15.2,2.46371357351132,3468918.0,4.30858412874462,1935656.244,101.92
CYP,1995,2384.9,2.62744548111165,133.259650973287,2040.74821375131,5716.853,6.68306360354631,436.40009935561204,10.9794219787371,9253734106.43715,12720.0,9.0,2.15282896059586,855424.0,2.50639444382664,581688.32,100.364
CZE,1995,4183.2,4.6465832485827,257.343257272804,4014.26609234343,129470.769,12.5322591230278,803.407723732647,15.12076444,55257045968.3497,4470.0,10.1,-0.0483863142402855,10331000.0,-0.209114988380967,7706926.0,101.803
DEU,1995,6107.6,0.475087853844146,148.258226032725,4128.42056784498,901524.616,11.0424121898043,396.55079115088597,33.3336667466,2522792411628.22,28630.0,6.5,0.154451534214236,81642000.0,0.209036698154857,59843586.0,98.045
DNK,1995,6291.1,2.27461320551911,132.078928868503,3709.20600612089,55298.36,10.5773450650344,376.642441578308,4.91391104434,181983614165.358,32310.0,6.6,0.440909341680135,5228000.0,0.487979269173135,4443800.0,101.766
ESP,1995,1730.5,1.3549267936654,121.854389338024,2559.73856856323,257229.049,6.53081090207429,310.894239016392,8.39111139654,596750733920.47,14550.0,8.3,0.234254019918597,39387000.0,0.365819248252992,29894733.0,104.949
EST,1995,1687.2,4.62869102987426,448.298971579403,3505.85873347251,16754.523,11.659375782881,1490.9003956203899,19.7679838537,4353053090.87206,3020.0,18.3,-1.79315149410994,1437000.0,-2.10694436320266,1005900.0,104.676
ETH,1995,1033.5,0.185913829396341,592.339268413535,287.570655807665,2152.529,0.0377357309712317,77.7282202656284,17.7109702227,7605674115.75156,150.0,161.3,3.13610463467432,57042197.0,5.02432340680732,7928865.383,62.951
FIN,1995,3409.0,0.798872999911152,258.599892492459,5661.67110415035,52328.09,10.2443402505873,467.915786474426,8.78901729459,130699891067.538,21340.0,5.2,0.37265903284255,5108000.0,0.372659056359716,3136312.0,107.803
FRA,1995,6457.7,1.50988448529478,157.477974956679,3981.99959315867,393289.417,6.61730308955439,261.69753809316296,11.4499684636,1572060717571.3,25210.0,6.6,0.402722971577637,59433490.0,0.61656961816124,44515684.01,98.513
GAB,1995,1905.2,-6.34269938151719,83.762065336173,1244.66972677033,3857.684,3.54786002738826,238.758987244597,4.15543891433,4958830011.01873,3900.0,89.4,2.95117062031718,1087327.0,4.63637834944962,819844.558,94.924
GBR,1995,6872.7,1.8780675219162,146.956200371389,3727.46441986362,564523.649,9.72997392407284,383.606612037562,23.3578252154,1157118510336.12,19620.0,7.3,0.264547416858702,58019030.0,0.331985881817656,51636936.7,99.52
GRC,1995,3750.7,0.799432865616109,120.035710071161,2132.62967839007,79185.198,7.44641696445364,419.123843614938,6.61848971407,131718377526.107,11850.0,10.1,0.764623491066743,10634000.0,0.933399950691334,6305962.0,101.711
HRV,1995,4368.3,0.490134554734029,151.982334132389,1509.87234953952,17612.601,3.77224266438209,379.710407453598,7.09080106508,22045607399.2506,3530.0,10.0,0.407769638953509,4669000.0,0.736177159072487,2563281.0,101.521
HUN,1995,4064.4,10.7580579496141,228.897474066373,2505.06222065812,60054.459,5.81417973630465,531.264670567102,4.66390432119,44656306509.3463,4110.0,14.1,-0.139219994815758,10328965.0,-0.323099920567123,6734485.18,102.081
IDN,1995,3842.7,2.1500797962838,249.659733981351,676.883738898759,224941.114,1.12808792165594,416.080508724293,10.8759846749,202132032844.159,980.0,66.6,1.47109270281941,199400339.0,4.32028828225002,70986520.684,93.002
IND,1995,2111.7,0.601637434424487,283.874335945985,412.243109699843,920046.633,0.9869838797228,679.6460313180311,5.22862538279,356298991324.313,380.0,99.5,1.78404051588515,932180000.0,2.61454736573364,247959880.0,74.635
IRL,1995,6668.5,2.15572267202987,137.241099831324,2946.8122868256,32892.99,9.11455783172492,424.489862111181,0.907609914652,67101825431.8182,16190.0,7.4,1.06816590584479,3608841.0,1.40852242276197,2089518.939,102.844
IRN,1995,1890.3,0.0187163871910912,232.496264728701,1564.40362899721,284918.566,4.76794388028846,708.595353562117,5.55005961223,90829495171.4392,1250.0,51.7,1.60786639719644,59757114.0,2.90406908158556,35973782.628,88.029
ITA,1995,4669.0,0.429982529256313,110.782980350113,2799.3249141102,437623.447,7.69838998629633,304.66295008504403,7.90953302914,1126041431118.51,19750.0,7.5,0.00255077919721309,56846100.0,0.0623593934202524,38030040.9,98.94
JPN,1995,6003.1,0.000747134542956317,143.372286922749,3956.08103540366,1184088.968,9.43956000924752,342.098984818254,15.0439782662,5264380244015.5,40650.0,5.6,0.381789601137122,125439000.0,0.847267555635352,81033594.0,100.761
KOR,1995,5849.9,0.343403160232847,203.673347477588,3210.16006919034,370781.371,8.22259266404985,521.694537573041,2.17921028474,517118129837.8,10770.0,6.1,1.42945725731837,45093000.0,2.56115657843191,35262726.0,101.185
LKA,1995,3052.6,0.42975354803099,132.488248457021,326.354022475002,5797.527,0.318029986344111,129.108982717592,19.6688708546,13029697560.9756,690.0,26.7,0.769723016185816,18229498.0,-0.201158396510268,2989637.672,102.352
LTU,1995,1856.9,0.917880537814577,326.067475700953,2408.68667400881,16204.473,4.46158397577092,603.9712181353351,4.39417934846,7904895790.98773,2100.0,16.1,-0.713308877948361,3632000.0,-0.802422251301619,2444336.0,101.709
LVA,1995,1718.0,3.43062668731237,298.912259626247,1827.61153081511,9636.876,3.83175984095427,626.697727111584,6.69494774307,5235719778.6716,2050.0,22.5,-1.30359333355637,2515000.0,-1.44883672385293,1730320.0,103.716
MAR,1995,446.7,0.280075474172255,122.167727695034,319.067497010613,30373.761,1.12793687752055,431.875658289111,1.54493896965,32986182669.7892,1090.0,68.9,1.51540161288872,26928600.0,2.80021586067361,13922086.2,73.667
